Artist,Lyrics
Lil Wayne,kendrick lamar got stori tell know cherish hope ai mani feel involv refrain lil wayn see nigga bitch stunt pop bottl get drunk bitch leav get follow fall asleep bitch realli know much let us take shit wake help tri find love lil wayn bitch bitch nigga rich tell get say got say bitch said get ha pretti hair lengthi hit sleep titti give us word come ak scream like victim feel silli smoke color purpl feel like celi ooh dread say watch mouth milli vanilli ooh get snake get fake bitch feel thought angel bitch ai angel treat halo like frisbe tell busi tell busi tell bitch feel bean spill lie teeth caviti fill know hide tell hidden know gone tell visit break home take specif meanwhil bitch vacat get blame snatch chain find address leav mess know gone check first thought start second guess say wrong say noth keep rest say miss know someth miss scratch head say get back bed gave head boy ca trust bitch say ooh might also like refrain lil wayn see nigga bitch stunt pop bottl get drunk bitch leav get follow bitch know bitch nigga follow get line stay two car behind tell hoe obviou mona lisa long hair care handl busi ever tell bite bullet cough shell tell ooh daddi let go place say yeah meet feed lie silverwar want love want share lil wayn know bitch name liz nigga think tell tell secret tell fear tell ear go tell peopl alreadi know call liz say come say good girl rememb told gave salut say girl soldier wait outsid watch pull walk door right knock open door nake left unlock start french kiss see moi let stop couch music loud head cloud turn shit scare piss piss nigga put gun frown nigga turn around ai fuck around ai fuck around caught pant know put fuck hand liz enough put hand look dead shook head good actress dead actor dead get liz call daddi bastard oh got way mani bitch anyth nigga think nigga send like ai nigga hope alon like bankruptci nigga pour drink drink nigga slip someth faint nigga mona lisa done paint pictur lisa frame nigga pussi got charact nigga fall hoe ladder nigga take everyth even opinion attent look barrel though nigga look pantyhos nigga look casserol nigga gon show us stash though nigga uh kendrick lamar lil wayn ah everi day wake differ color makeup promis gon take movi mall chill laker floor fourth quarter minut clock black mamba ball paparazzi look pop take pictur uh probabl internet blog minut gon admit love mother man want meet mother tomorrow mona lisa pussi good enough got sin wall dig like live make new religion man nigga go god poetri pear tree sweet tone like hummingbird ask want make love yellow taxi never gave two fuck jump backseat woke morn great gatsbi dog like bitch lassi dog wind pet laugh call like last week make good friend jazzi britney twin girl ashley found fuck unhappi bitch never let bullshit get past better yet wan na break ask motherfuck doubl standard act fuck anoth nigga neg alon suck dick nasti matter fact bitch gim phone fuck wayn bitch gim phone let let take call real lollipop fuck rington shit touch look kendrick video jump internet watch interview know fuck late got tell love bet love harder forgot shit daughter pamper pedialyt momma daycar school never charg scandal fuck hope blow know give let go get gun got one chamber plan aim goddammit know damag done bitch emot stress suppos go guess conclus sinc like rapper kill pussi kill choru lil wayn say ooh daddi ooh mona lisa mona lisa ooh fake smile ooh mona lisa mona lisa say ooh dead emot ooh mona lisa mona lisa get pictur mona lisa mona lisa
Lil Wayne,futur good kush alcohol mike got bitch call hatnin know would without ball day fall ball ball ball choru drake futur yeah long bitch love yeah yeah yeah yeah give fuck hater long bitch love yeah yeah yeah yeah yeah yeah yeah give fuck nigga long bitch love lil wayn uh nigga stop hatin lil tunechi got fire hoe love like satan man yeah fuck get bodi eat dick strict diet babi makeup ten best head even better karrin want money want time could spend said realli need somebodi tell somebodi girl fuck want fuck got credit filet mignon said never want make mad want make proud said babi make cum make sound slick tunechi might also like futur lil wayn good kush alcohol yeah got bitch call hatnin know would without ball day fall ball ball ball choru drake futur lil wayn yeah long bitch love bitch love yeah yeah yeah yeah give fuck hater long bitch love bitch love bitch love bitch love yeah yeah yeah yeah yeah yeah yeah give fuck nigga long bitch love lil wayn uh real nigga fuck hater hoe got pussi like crater ca treat hoe like ladi man pussi money weed codein said dick feel like morphin hope name tast like sardin nigga wake eat dick call breakfast bed feel heartbeat bitch turn around face arrestin bitch yeah bitch love love bitch like soon cum come sens would say hoe name would snitchin hater tri knock ca knock hing lil tunechi futur lil wayn good kush alcohol yeah got bitch call hatnin know would without know would without ball day fall ball ball ball ball choru drake futur lil wayn yeah long bitch love bitch love yeah yeah yeah yeah give fuck hater long bitch love bitch love bitch love bitch love yeah yeah yeah yeah yeah yeah yeah give fuck bridg lil wayn lost good bitch met bad bitch school nigga pose class pictur kiss ass hatin get ass skatin lost good bitch met bad bitch school nigga pose class pictur kiss ass hatin get ass skatin bitch futur lil wayn good kush alcohol tunech got bitch call hatnin know would without know would without ball day fall ball ball ball ball choru drake futur lil wayn yeah long bitch love bitch love yeah yeah yeah yeah give fuck hater long bitch love bitch love bitch love bitch love yeah yeah yeah yeah yeah yeah yeah give fuck nigga yeah long bitch love
Lil Wayne,choru harri belafont bunch bunch lil wayn ahem excus charisma vodka spritzer swagger pat call shit patricia young money militia commission wan start weezi f finish misunderstood world without enigma two bitch time synchron swimmer got girl twist open twist never met bitch fuck like miss life bitch death sister sleep fuckin famili pictur know father time know mother natur famili relat matter buyin celebr black white diamond fuck segreg fuck shit money nigga honey nut young money runnin shit nigga feel done enough keep doin shit lil tunechi young tuna fish ha choru harri belafont lil wayn bunch yeah bunch goin back might also like lil wayn okay lost mind somewher strand think stand understand heart broken woman name tammi hoe gon hoe could blame tammi talk mom told sweetest beat beat call swear man seein nigga like sequin nigga think pow pow end talkin consult marri money fuck world adulteri full shit close mouth let yo ass talk young money eatin hater add salt stop playin bitch got game deadbolt mind sharp fuck around cut head real nigga day tomorrow talkin crazi like jaw broke glass half empti half full spill ya tri run wall outfield know ball turn field light fruit labor enjoy still ripe bitch stop playin like king nigga anim mink soon tell bitch say put name wall speak truth guess foreign languag call like see glass get pictur flash satisfi nothin know half young money cash money uh paper chasin tell paper look right behind ya bitch real gs move silenc like lasagna peopl say borderlin crazi sorta kinda woman dream sleep ca find nigga gelatin peanut eleph got sentenc like subject predic yeah swag would kill money strong pocket bodybuild jump wishin well wish well tell kiss ass call kiss tell cori gunz yeah word mama lima bean wan na see drama mean get dramamin llama scream hotter summer sun ghana queen want hit bitch wayn sign fiend play side nigga tryna front see son gun son sam nigga son paus dumber speech glow like buddha disturb flo like luda bitch flow like scuba bitch bold like cuba keep killer ho gon blow right ya mackin stackin amount pack like mover shout ratchet backin behalf shooter nigga think high come laugh ruler cash money cold bitch action cooler wayn nigga mind done told fuck nigga mani time keep buck steadi mind tuck fuck mind paus feed grind get littl love keep throwin sign middl hit piec side caus ai peac side bitch man visit urin abroad tune told shootin funer outsid uptown thoroughbr bx nigga ya heard
Lil Wayne,produc vinylz choru drake one get job done know nigga could cover yeah got game dad said might say love love like say love believ believ nigga boy love street tryna find nobodi els beat one come see believ drake yeah rip rip rip young tune rip man put shit nigga fuck put quick got anybodi wan na talk cliqu takin shit light wan na hear trip god damn realli know fuckin yeah mean ca blame wonderin matter could winter summer road one direct number fuckin miss yeah stunna mack know wayn gone eight month put thing back snappin everi singl track though collect call boss like though like hah time nigga left riker phantom nigga rockin team carter ix ymcmb waitin somebodi tri us nigga yeah might also like choru drake one get job done know nigga could cover yeah got game dad said might say love love like say love believ believ nigga boy love street tryna find nobodi els beat one come see believ lil wayn lord know murk one nigga yeah ferrari nigga one one daughter nigga waitin someon test like harvard nigga tote two michael jordan nigga come fight shell case like lawyer nigga find stay act like found oil nigga duct tape prayin ignor nigga got ta say sayonara nigga drop dead gorgeou bitch ai dyin nigga real queen shout capon noreaga shoot see live tell stori later diamond rolli face exfoli think associ one orchestr yayo get ass whip whip ass like hors racin ai walk away walk away dead presid coffin vacant must doin somethin choru drake one get job done know nigga could cover yeah got game dad said might say love love like say love believ believ nigga boy love street tryna find nobodi els beat one come see believ drake get poppin rip rich young nigga ai never trick slim thug flow know like thick get job doa drop tip get poppin rip one tell yah reppin come citi yah nigga get trippin take yah scarborough bluff drop cliff well damn happi man nirvana coldplay nigga got band ink money got hand goin houston spendin advanc v live took chequ drake know love took outta debt ye right lookin best mothafuck award show mothafuck press like lil wayn mothafuck rest jump porch stumblin step give collect give connect cold day hell icicl made sweat one finger slidin neck nigga know mean like deaf nigga fire nina like first day job bitch overslept tune stay humbl nigga king need horn drumrol throw mothafuckin rose feet nigga step one rose one get job done know nigga cover tape coupl kilo bitch stomach look like got bun oven preheat believ got ta pay everi week bitch havin babi everi week nigga see skatin street gone outro drake rip rip
Lil Wayne,bangladesh young money dig mack go millionair young money millionair tougher nigerian hair criteria compar career fair vener diseas like menstrual bleed pencil leak sheet tablet mind write shit ai got time second minut hour go almighti dollar almighti power sister brother son daughter father copper got maserati dancin bridg pussi poppin tell copper ca catch ca stop go goon rule ca beat pop ca man mop ca stand drop pop pop like orvil redenbach choru motherfuck ill might also like million million sicilian bitch long hair coke derrier like smoke thinnest air open lamborghini hopin cracker see like look bastard weezi beast dog mothafuckin problem okay goon goon goblin nothin nothin ai scarin nothin faggot bullshit call denni rodman call want bitch call sidekick never answer privat damn hate shi bitch hate shi bitch yeah ate shi bitch ai shi chang name bitch yeah nigga bitch ask money surpris bitch ai trickin got like bitch ass ai got shit motherfuck ill sick okay watch sick yeah drop sick yeah glock sick knot thick choru motherfuck ill see say rappin like jay andré erykah badu said gon beat lil wayn name ai bic keep flame man one boy knew true swallow shit got loos bowel owe like two vowel would like pay hour rather pushin flower pen sharin shower toni told us world bibl told us everi girl sour play garden smell flower call carter lawn mower boy got mani bitch like mike lowrey even gwen stefani said could doubt motherfuck say life ai shit without chrome lip pokin coup look like poutin bitch turn crack rock mountain dare compar caus ai nobodi near see hear feel fear illi
Lil Wayne,lil wayn yeah choru xxxtentacion lil wayn cri oh go wo lie fuckin love woah lil wayn stare cloud rise comin see death around corner sign lookin like smile gon find nowher turn around round anoth nigga done lost head fuck king forgot crown number one true number color blind even may blue lot plate ai favorit food hungri hungri need famili tree next money tree bunch leav garden eden bunch eve fruit punch sip fountain youth die young blame juic buri new orlean tombston read cri stay tune bring back life got lose life life heaven good advertis want tripl extens motherfuckin afterlif rest paradis might also like choru xxxtentacion lil wayn cri cri cri go oh wo lie fuckin love woah cri cri cri cri go oh oh oh wo lie cri cri fuckin love woah cri cri lil wayn talent grate fame given humbl conceit drive care stay lane seat buckl sometim music toot horn woman carri futur tunechi born like call comeback dark sun back hit hard punch back wheel fell rode hubcap suicid die newer day bluer sky told breez came blew mind lord know give last breath air mama tell care voic head give ear got mind control control lost control knew find control let god control control ca control tear let drop roll let drop roll choru xxxtentacion lil wayn cri cri cri go oh oh wo lie cri fuckin love woah tripl extens motherfuckin afterlif rest paradis cri cri cri go oh oh wo lie fuckin love woah cri outro lil wayn cri stay tune tripl extens motherfuckin afterlif rest
Lil Wayne,lil wayn ugh ak nightstand right next bibl swear fifti shot shoot pocket gettin fat weight watcher lipo money talk bullshit walk motherfuck tightrop make pussi tap knock pussi cold nigga get beat crap dice roll hoe want give hoe pipe get dick stay night like porch light let fuck talk ballin spray rusti nigga like fuck truk and bitch nigga go behind back like nunchuck fuck hoe cup nigga whatev bitch think fli well tell hoe pluck feather tunechi young tunechi wear trukfit fuck gucci blow kiss pussi lip smooch chainz choru chainz lil wayn look aw look us nigga look rich fuck yeah nigga live rich fuck yeah nigga look rich fuck yeah look look look us look us nigga look rich fuck bitch nigga live rich fuck might also like lil wayn ugh never talk cop speak pig latin turn penni motherfuckin janet jackson tell bitch hatin ai got worri want hit run like ai got insur ho name sign zodiac killer rat got ta die even master splinter yeah murder kill bitch hope dog go heaven got xanax percocet promethazin codein call sandman sellin hoe dream got white girl big titti tv screen keep bad bitch call king know got mouth put bitch like hous fire kill hoe like michael myer eat cat like lion ca trust none nigga ca trust none hoe see girl want got ho tivo ugh got bitch pussi nigga tri pussi sinc motherfuck blind fact tell truth care lookin know love bitch pussi feel like heaven earth six feet deep dick shovelin dirt rip rest pussi light shit pass shit gon get smoke went got lock everi night dreamt broke one time pussi shit like eatin around food fight chainz choru chainz lil wayn look uh look us yeah nigga look rich fuck nigga live rich fuck nigga look rich fuck yeah look look us get fuck bitch straight nigga look rich fuck bitch wan na give pussi nigga live rich fuck fuck asshol bitch nigga look rich fuck outro lil wayn nigga
Lil Wayne,lil wayn uh everyth happen today know whether come go think ya way life line mirror blow lil wayn woah look talk look look see blood eye see love disguis see pain hidden pride see satisfi see nobodi els see look choru bruno mar lil wayn mirror wall woah yeah rise fall uh friend yeah told understand man talk might also like lil wayn uh see truth lie see nobodi side alon correct look wrong see guilt beneath shame see soul window pane see scar remain see wayn lookin choru bruno mar lil wayn mirror wall yeah rise fall friend friend told understand man ca understand misunderstood talk woah lil wayn look see past damn look like fuck dad light smoke mirror even look good broken mirror see mama smile bless see chang see messag messag coulda clearer start man choru bruno mar lil wayn mirror wall mj taught rise fall uh friend take mar man told understand man talk uh mirror wall woah yeah rise fall friend question told come understand man alway answer talk outro bruno mar lil wayn mirror wall hey look like take mar time talk
Lil Wayne,lil wayn young money yeah four ahem lil wayn tell go pop pussi real nigga alreadi know life deep still dig nigga jealou realli could care less hell kitchen apron hairnet devil shoulder lord wit libra scale weighin sin forgiv goe around come around like hula hoop karma bitch well make sure bitch beauti life edg danglin feet tri pay attent attent paid hater ca see seat today went shoppin talk still cheap rock beat drum set top ai jump yet ray charl bullshit jump dick full split hook drake uh start pop nigga look back told babi real say ai doubt second squeez could tell feel wish could take go anywher babi know deal bad mayb wo ugh shit mayb yeah realest nigga fuckin game right yeah realest nigga fuckin game right ugh mayb money power fame right ugh realest nigga fuckin game right might also like interlud lil wayn yeah lil wayn tell go pop pussi hater ca see bitch still lookin could take bank deposit put two cent get dollar back peopl hang dri like towel rack give rest vowel back like girl thick kinda fine eat whine dine tri check checkin puls say choos wise chosen rockin like asphalt cash fault look face death took mask like hous big grass soft like girl face south ass north ray charl bullshit hop dick full split hook drake uh start pop nigga look back told babi real say ai doubt second squeez could tell feel wish could take go anywher babi know deal caus bad mayb wo uh shit mayb realest nigga fuckin game right realest nigga fuckin game right mayb money power fame right realest nigga fuckin game right outro drake uh start pop nigga look back told babi real say ai doubt second squeez could tell feel feel like sky open enter wish could take go anywher babi know deal feel like like world fall rise bad mayb wo uh shit mayb carter tunechi realest nigga fuckin game right realest nigga fuckin game right mayb money power fame right realest nigga fuckin game right think love
Lil Baby,new car noisi come roarin yeah yeah know come know come bend murk call gunna want birkin oh babi lyin vers hearin say buyin purs ca even lie ai type ai even fine person guarante kind got everi bag imagin big hous realli braggin hundr thousand mouth like happenin big cheap teeth embarrasin ai keep comparison bitch probabl one baddest good girl turn savag dispatch got problem traffic came match keep classi could realli doin nasti nigga could even see last year start nigga last gear ai even tri pass give look contribut fashion drop song give caption stand alon regular rapper choru brand new car noisi come roarin skrrt ai got ta worri care boyfriend see get nervou damn near perfect work hard determin safe say earn woah yeah none guy get fli woah matter fact none guy get high woah post drip daili see woah turn hater hear woah yeah put dope back car tell go hit land bring band back road know get get mode ai fuckin bitch ai buy cloth wan na show make song make sure shit come get sold fuck stripper play pole play money nose use go west get load came back west trophi shit said miss sendin emoji time kick alway motion ca say miss got emot shit shit shit ai goin broke back old shit takin drug know cope know one thing never gon hopeless tell said rodent drive new corvett like stolen yeah might also like choru brand new car noisi come roarin skrrt ai got ta worri care boyfriend see get nervou damn near perfect work hard determin safe say earn woah yeah none guy get fli woah matter fact none guy get high woah post drip daili see woah turn hater hear brand new car noisi come roarin skrrt ai got ta worri care boyfriend see get nervou damn near perfect work hard determin safe say earn woah yeah none guy get fli woah matter fact none guy get high woah post drip daili see woah turn hater hear
Lil Baby,protest grow nation outcri continu death georg floyd section straight cook motherfuck last night peopl protest minneapoli escal demonstr lash tear ga rubber bullet main messag main messag main messag want see offic involv want see offic arrest offic arrest ca breath ca breath trade ai free lil steve gave chanc chanc chanc even done told pleas find crazi polic shoot know dead still tell freez fuck seen seen guess mean hold say ca breath mani mother griev kill us reason go long get even throw us cage like dog hyena went court sent prison mama crush said ca leav first drunk sober quick heard time gave taleeb got life sentenc plu product environ fuck gon blame us ca fight fire fire know least turn flame everi color person ai dumb white racist judg mind heart ai realli face fuck way livin get better got ta know surviv crazi tell love one carri gun go outsid stare mirror whenev drive overprotect go crazi mine got ta pay attent sign seem like blind follow blind think everyth go boost secur home kind right wrong call pick phone five morn wake tell wherev comin see blue light get scare start runnin shit crazi protect us throw us handcuff arrest us go home night shit mess know need help neglect us wonder gon make respect us see eye fed fuck around got shot wo let know problem togeth know storm weather choru bigger black white problem whole way life ca chang overnight got ta start somewher might well gon start done hell year make count god man fear fuck goin front line gon bust ass come past gun line know storm go away sun shine got ta put head game crunch time want son grow monster want daughter show public seem like lose countri got ta stand someth come everi video see conscienc got power got ta say somethin corrupt polic problem lie said ai trend follow alterc law lot peopl speak peopl proud stick togeth get ca lie like rap kill dope tell youngin vote choic hope forc jump go bullshit know time chang got time seriou time game ai takin let us go chain god bless soul everi one name might also like choru bigger black white problem whole way life ca chang overnight got ta start somewher might well gon start done hell year make count god man fear trainin offic kill us shootin protestor rubber bullet regular peopl know feel scar deep heal us happen covid nobodi rememb ai makin sens vent happen one peopl differ get system wick learn pick knowledg power swear wit know gift wo go deep scare get ai scare admit shit ca mention peopl well chanc wo take stand take stand believ must breath air breath know way bleed bleed never fan polic neighborhood know tri keep peac right get street march reason gp peopl die us free fuck mean dream got power need want us mad yeah choru bigger black white problem whole way life ca chang overnight got ta start somewher might well gon start done hell year make count god man fear bigger black white problem whole way life ca chang overnight got ta start somewher might well gon start done hell year make count god man
Lil Baby,choru wrist like check forecast everi day gon rain yeah made brick brick ai whip shit pure cocain yeah street got littl sens go coup brain coup brain ai worri thing thing bought brand new shoe told kick rock stand close diamond kickbox think red mean go stop know wish could catch keep wishin think done turn fiend bitch tryna stuff much britch made bitch fuck friend differ ai never pop xan sip sizzurp ever tell gang wo put song seen ca put song know fed move scream free ahk ai famgoon gave mama ten band sent cancún got crowd goin dumb ai damn fool went made done came long way broke share shoe choru wrist like check forecast everi day gon rain yeah made brick brick ai whip shit pure cocain yeah street got littl sens go coup brain coup brain ai worri thing thing wrist like check forecast everi day gon rain yeah made brick brick ai whip shit pure cocain yeah street got littl sens go coup brain coup brain ai worri thing thing got quarter million dollar book bag new era dope boy cap live best life real left dealership tag opposit wo work wo last get opposit knock toe tag ai home month got ho mad need trap ca go back jump porch hundr dollar slab got bank give damn think everi vibe ever shot shot caught everyth ever seen ride bought big dawg statu ai got ta sell drug put craft rap took yeah new key hit ga make disappear might also like choru wrist like check forecast everi day gon rain yeah made brick brick ai whip shit pure cocain yeah street got littl sens go coup brain coup brain ai worri thing thing wrist like check forecast everi day gon rain yeah made brick brick ai whip shit pure cocain yeah street got littl sens go coup brain coup brain ai worri thing thing
Lil Baby,cook shit quay babi pocket yeah dawg yeah choru yeah dawg sure dawg yeah dawg dawg yeah dawg sure dawg yeah dawg dawg dawg dawg gave two row gave two row dawg dawg gave two row gave two row deja keep callin callin say readi pull pull soon get walk put full nelson yeah way goin fast comin home get comin home get way goin fast comin home get way hundr thousand dollar neck fifti thousand wrist everi nigga real rich nigga havin pressur bitch got case dismiss go back forth internet real nigga get tryna get mouth real tryna get mouth yeah dawg dawg tryna run hous yeah yeah want brick want money give keep pound give ca fuckin lil bitti bitch runnin mouth yeah realli runnin town frank mueller watch wrist thirti thousand fit codein piss ooh take drug babi mama trippin bitch tryna take care kid trench gettin rich know anoth way go might also like choru yeah dawg sure dawg yeah dawg dawg yeah dawg sure dawg yeah dawg dawg dawg dawg gave two row gave two row dawg dawg gave two row gave two row deja keep callin callin say readi pull pull soon get walk put full nelson yeah way goin fast comin home get comin home get way goin fast comin home get way bust rolli cliqu got bitch danc dick gon wait line drip give mine dip tri kill real thirti thousand dollar ear ai got ta sign deal made half mil last year came home day whole hundr band got nigga feelin like man bitch knowin hit ground runnin ai playin put hundr brick van give thousand pound man blow money fast sign street advanc bitch tryna rip pant heard youngin gettin band know ai goin nothin gave bitch coupl hundr big dawg nigga runner run plug chang number drop top coup summer choru yeah dawg sure dawg yeah dawg dawg yeah dawg sure dawg yeah dawg dawg dawg dawg gave two row gave two row dawg dawg gave two row gave two row deja keep callin callin say readi pull pull soon get walk put full nelson yeah way goin fast comin home get comin home get way goin fast comin home get way outro dawg dawg gon take two row gon take two row gon take two row dawg put full nelson soon get put full
Lil Baby,davinci davinci davinci yeah shoutout whole oakland citi man know say whole know say put yeah shoutout label bitch tb bitch trey pour eight real nigga face five hundr rack safe five hundr rack plug know showin love know pullin bentley truck make bitch fall love nigga go none nigga ho nigga want smoke nigga togeth came bottom use wear cloth none nigga gon fold coupl pussi nigga told nigga hold four nine woe marlo dawg sure wo fall shit bitch ai gon fall hoe ced get load let go low got hood control got left wrist froze got right wrist froze got necklac froze ear froze gettin fade sippin mapl wo fuck wo make like bitch makeup want titti pay get outta wake pass ball layup big boss got say wipe say draco draco draco draco bought new water wetter katrina shoutout new orlean made promis nigga gon ball hard paint chang name john wall geekin tree like leaf fall find new plug takin em pull brand new benz truck hop fresher menthol lil nigga big dawg got ta make one call get nigga block took cross nigga hot sauc ooh got mad fault talkin shit bought poppin perc done turn savag hundr rack stuf mattress hundr rack stuf attic hundr rack stuf sofa nigga play gangster wo approach know never approach know catch bullet rock gang fullest run real one hang pussi ai killer push see nigga lurkin hope think bulli livin life star movi ridin vert uzi get behind lose tryna guess doin tryna guess screwin ai even busi ai wan na fuck see nigga drippin wan na fuck ca get touch hardli ever citi know gettin bigger know nigga busi runnin digit outro yeahyou might also
Lil Baby,know lil ced nigga made millionair fuck rich ai tryna babi right fuck rubber got raw bitch know money bring envi probabl wan bro ca beef small shit oversea got crowd doin moshpit ca believ still businessman went got offic deal get often dolla servin spark street hot lil jit gon stay chopstick got rob shit made monster evict notic sister mama hous big want done ran motherfuckin comma look lil dominiqu livin like race might come first second wo ever last late bag bro told take foot ga give inch take mile shoot like technic foul citi citi got girl goin wild better reach chain jump crowd lambo low got ta squat final made let pop us bottl took lead let everyon follow know runnin right bank want eas leav breathin room sorri told ca heard rat know gon happen whenev catch run snake peep move makin time get forti got ta one great watch move paper know slip one time gon tri come take real get nigga fakin want vibe hand ai shakin straight chaser tryna get go tast yeah choru yeah diamond vv vv wan see us tv unless news got somethin prove somethin prove yeah young got somethin lose somethin lose street done paid due yeah extort ai talk liter nah walkin beat hearin huh pray kid bigger ca get rid diamond vv vv wan see us tv unless news got somethin prove somethin prove yeah young got somethin lose somethin lose street done paid due yeah extort ai talk liter nah walkin beat hearin huh pray kid bigger ca get rid wake everi day somebodi harrassin got rich need money askin sittin jail ai look one need one doubt handlin vouch head way know proud turn heat ai nobodi hot everywher dollar got ta done gave world leavin say love death told stop breathin tri even want beef vegan boy said smoke nigga stop speakin drop top ca stop speedin tryna see bitch hit top speed hit bitch back knock knee call babi hov control rock rap slow control block yeah realli nigga got coupl coup drop top done made nigga digit comin savin bigger pictur know one day need might well get use biggest fear endin yeah might also like choru yeah diamond vv vv wan see us tv unless news got somethin prove somethin prove yeah young got somethin lose somethin lose street done paid due yeah extort ai talk liter nah walkin beat hearin huh pray kid bigger ca get rid diamond vv vv wan see us tv unless news got somethin prove somethin prove yeah young got somethin lose somethin lose street done paid due yeah extort ai talk liter nah walkin beat hearin huh pray kid bigger ca get rid
Lil Baby,oh one right wick okay yeah yeah run back turbo choru start close friend close friend somehow turn girlfriend girlfriend use tell everyth everyth even went bought diamond ring match ear everyth cool cool late babi actin rude rude know somebodi told told ai gon lie miss old know rememb would hold still rememb approach think love knew know fuckin screw made promis wo use play card right wo lose got tune like youtub got somethin like voodoo go nut go cuckoo lose cool know shit wrong wipe eye stop cryin told truth lyin gave rack tri buy even unthink sorri take back probabl would probabl would take back probabl would probabl would wipe eye stop cryin told truth lyin gave rack tri buy even unthink sorri might also like choru start close friend close friend somehow turn girlfriend girlfriend use tell everyth everyth even went bought diamond ring match ear everyth cool cool late babi actin rude rude know somebodi told told ai gon lie miss old keep busi internet ai doin help know never left everyth us us speakin kid thinkin shit like hell get involv bullshit marri game ca make fiancé bad young boss bitch treat like beyoncé damn broad say fuck first day trippin anyway like fuck pay even never speak make sure ridin latest benz keep busi apart stay mine bought brand new audemar done ran time choru start close friend close friend somehow turn girlfriend girlfriend use tell everyth everyth even went bought diamond ring match ear everyth cool cool late babi actin rude rude know somebodi told told ai gon lie miss old
Lil Baby,happenin chi chi fill bando bag give lil bro job come get rich us gon eat gon starv keep certifi hitter sittin pay rob hop cullinan ridin star know peopl hate top bulletproof car member made free band pack live like crackin card joe know fact keep real still ai take charg talkin crazi like part ca play creation give world lil boy savin spendin bе human perfect know sometimе wrong choru like come put pussi runnin like spend money get whatev put six figur busi real shit drop cash dealership mail pink slip make sure keep nail wig fix went jail one held real bitch hundr round doubl drum marco prison still flex told brodi park car still wreck think nobodi around steal still check got hundr mil yet ca chill yet get misconstru yeah get real check babi fuckin like pornstar real sex nobodi busi take learjet say like perform fuck chain handlin part let play main role ai get rich partner still folk ca beef none nigga boat never gon get caught know game go tenni chain bustin look like rainbow choru like come put pussi runnin like spend money get whatev put six figur busi real shit drop cash dealership mail pink slip make sure keep nail wig fix went jail one held real bitch hundr round doubl drum marco prison still flex might also like outro like come put pussi runnin like spend money get whatev
Lil Baby,cook shit quay lil babi trackhawk jeep goe fast fast even wear seatbelt seatbelt bad lil bitch got breast breast upgrad got hop rang glowin glowin lil babi goin goin man old rapper gettin borin borin takin shot ignor ignor send pack hood tourin tourin makin play town like jordan jordan need go get ho whorin whorin ball come way score score lamborghini want porsch porsch fire touch scorchin scorchin fix teeth went porcelain porcelain put town back horseman horseman one year make forb list forb list love bay like sittin exot moreland moreland ai string attach keepin cordless cordless keep callin keep ignorin ignorin ai stoppin keepin floorin nawl man nigga ca stop goin nawl man nigga ca stop goin nawl choru lil babi everi time pack get gone get anoth load load main bitch tryna leav fuck anoth ho ho like babi know wrong life goe life goe know nigga happi let go oh got walkin thin line tippi toe tippi toe man shit crazi differ citi differ hoe go everi time pack get gone get anoth load load main bitch tryna leav fuck anoth ho ho like babi know wrong life goe life goe know nigga happi let go let go got walkin thin line tippi toe tippi toe man shit crazi differ citi differ hoe go gunna tryna spend whole cloth cloth got bonu sold show show gunna hot like pot stove yellow ap hoe hoe like white toe toe pictur ridin around roll royc put ice wrist swole swole ai got time lay hoe hoe gunna drug bodi got ta pay somebodi keep checkin puls walk club warn take care money swing pole pole water like dasani shine sunni platinum rose rose gunna gunna street go dc fuck mo mo might also like choru lil babi everi time pack get gone get anoth load load main bitch tryna leav fuck anoth ho ho like babi know wrong life goe life goe know nigga happi let go oh got walkin thin line tippi toe tippi toe man shit crazi differ citi differ hoe go everi time pack get gone get anoth load load main bitch tryna leav fuck anoth ho ho like babi know wrong life goe life goe know nigga happi let go let go got walkin thin line tippi toe tippi toe man shit crazi differ citi differ hoe go lil uzi vert man shit crazi differ citi differ hoe hoe switch girl way chang cloth okay man crazi blue backend envelop let get know never lackin got new whip traffic water water water patek woah automat drink water fastin water would love casket ca boy far averag yeah better wait turn better get line choru lil babi everi time pack get gone get anoth load load main bitch tryna leav fuck anoth ho ho like babi know wrong life goe life goe know nigga happi let go oh got walkin thin line tippi toe tippi toe man shit crazi differ citi differ hoe go everi time pack get gone get anoth load load main bitch tryna leav fuck anoth ho ho gunna tryna spend whole cloth cloth got bonu sold show show gunna hot like pot stove yellow ap hoe hoe like white toe toe pictur ridin around roll roll put ice wrist swole swole ai got time lay hoe hoe
